conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0023e7a5-43da-4b68-bee3-726ef21f986d,skill/competence,cross-sector,diplomatieke beginselen toepassen,diplomatieke principes toepassen,,released,2023-11-28T10:36:15.443Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","De bij de totstandkoming van internationale verdragen betrokken processen volgen door onderhandelingen tussen vertegenwoordigers van verschillende landen te voeren, de belangen van de eigen regering te beschermen en het compromis te vergemakkelijken."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00298d97-3dc3-4086-a902-bce0a2fba831,skill/competence,sector-specific,politieonderzoeken leiden,,,released,2023-11-30T15:58:51.376Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","De leiding nemen over politieonderzoeken, waarbij een onderzoeksstrategie moet worden vastgesteld, waarbij een beroep wordt gedaan op deskundigen, die verschillende methoden en standpunten kunnen gebruiken, en de leiding nemen over het onderzoekspersoneel."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/002b2e58-35ab-460c-be97-ca2f585fd990,skill/competence,sector-specific,omgaan met afval van visvangst,,,released,2023-11-30T16:14:30.732Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Afvoeren van afval, bloed en vis van inferieure kwaliteit volgens de procedures voor het beheer van afval ter plaatse."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c,skill/competence,cross-sector,concepten voor energiebesparing ontwikkelen,,,released,2023-11-30T16:47:09.526Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Gebruik maken van de huidige onderzoeksresultaten en samenwerken met deskundigen om concepten, apparatuur en productieprocessen te optimaliseren of te ontwikkelen die minder energie vereisen, zoals nieuwe isolatiepraktijken en -materialen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/004017c9-0337-4f5a-8077-798de9ef12e3,skill/competence,sector-specific,interventies op straat uitvoeren bij sociaal werk,"tussenkomsten op straat uitvoeren bij maatschappelijk werk
interventies op straat uitvoeren bij maatschappelijk werk
tussenkomsten op straat uitvoeren bij sociaal werk",,released,2023-11-30T15:11:30.413Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Activiteiten op het gebied van outreach door te voorzien in directe voorlichting of advies aan personen in hun omgeving of op straat, meestal gericht op jongeren of daklozen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/004f1e68-9ca2-4f3f-92d9-e7d7ff6b9330,skill/competence,sector-specific,met solisten werken,,,released,2023-11-30T14:52:04.558Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Communiceren met de solisten en concertmeesters ter voorbereiding van hun uitvoeringen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00506f28-e884-4496-800c-3477c67eb355,knowledge,cross-sector,sport- en bewegingsgeneeskunde,,,released,2023-11-28T10:35:15.768Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Preventie en behandeling van blessures of aandoeningen als gevolg van een lichamelijke activiteit of sport.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0058526a-11e9-40a1-ab33-7c5ffdf5da05,skill/competence,sector-specific,onderzoek naar flora uitvoeren,,,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Verzamelen en analyseren van gegevens over planten om hun basisaspecten zoals oorsprong, anatomie en functie te ontdekken."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00735755-adc6-4ea0-b034-b8caff339c9f,skill/competence,cross-sector,warmtepompen installeren,warmtepompen plaatsen,,released,2023-11-30T16:02:47.092Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Warmtepompen, die de fysieke eigenschappen van de als koelmiddel gebruikte stoffen gebruiken om warmte te winnen uit een omgeving en die vrijlaten in een warmere omgeving, gaan tegen een spontane warmtestroming in. De nodige openingen creëren en de binnen- en buitendelen van de warmtepomp installeren. Het aansluiten van de elektriciteit en alle kanalen en het configureren van de warmtepomp."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0082c13b-5866-4542-bc4f-722a4ae9530e,skill/competence,sector-specific,biomassa-installaties ontwerpen,,,released,2024-02-26T09:06:09.511Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Het biomassa-energiesysteem ontwerpen. De constructiegrenzen bepalen, zoals benodigde ruimte en gewicht. Indicatoren zoals capaciteit, debiet, en temperaturen berekenen. Gedetailleerde beschrijvingen en tekeningen maken van het ontwerp.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00831ebb-bac3-4bd1-8dae-2bca67be958d,skill/competence,occupation-specific,hangend aan een touw apparatuur gebruiken,"hangend aan een touw materiaal gebruiken
hangend aan een touw uitrusting gebruiken",,released,2023-11-30T16:15:46.521Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Veilig handgereedschap gebruiken tijdens het hangen aan een touw. Vóór de start van de operatie een veilige en stabiele positie innemen. Het materiaal na de afwerking veilig opbergen, gewoonlijk door het aan de sluiting van de gordel te bevestigen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0085e6bd-6829-4e8e-b302-842a7fe57ed9,skill/competence,cross-sector,huishoudelijke vaardigheden onderrichten,,,released,2023-11-30T14:59:12.719Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Lesgeven in het huishouden en manuele vaardigheden om de dagelijkse bezigheden en omstandigheden te verbeteren.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/008a0e0d-7380-4b31-abe5-0195e700f8c0,skill/competence,sector-specific,treinmotoren controleren,,,released,2023-11-30T16:26:57.022Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Ervoor zorgen dat de treinmotoren aan de voorschriften voldoen vóór aanvang van een reis.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/008fa98b-dba6-4abf-909e-04299728e3eb,skill/competence,cross-sector,overheidsbeleid beïnvloeden,,,released,2024-02-23T16:56:46.419Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Communiceren met beleidsmakers en hen voorzien van gegevens om hen ervan te overtuigen wetgeving te wijzigen of middelen toe te wijzen aan een specifiek doel.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00920055-eb50-4cb8-a23d-3deedbf3753e,knowledge,sector-specific,risicobeheer van ondernemingen,,,released,2024-02-28T14:47:43.024Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Een planmatige bedrijfsstrategie die gericht is op het identificeren en beoordelen van en het voorbereiden op alle gevaren, bedreigingen en andere kansen op een ramp, zowel letterlijk als figuurlijk, die de activiteiten en doelstellingen van een organisatie kunnen verstoren.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/009673d9-e2fd-46ef-a64b-6027ac7fd613,skill/competence,sector-specific,ingrediënten produceren,,,released,2023-11-28T10:48:56.713Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ingrediënten produceren zoals specerijen, additieven en groenten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00994812-ac9e-4856-954b-f71bcc6066bb,skill/competence,occupation-specific,aquacultuurvijvers onderhouden,,,released,2023-11-30T15:58:12.366Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Apparatuur en behandelingshulpmiddelen schoonmaken. Aftappen en reinigen van aquacultuurvijvers met behulp van borstels, chemische stoffen en water. De viscontainers voorbereiden en de netten vervangen. Doorgangen controleren. Vis opslaan in bewaareenheden. Het verzamelen van dode vis in bewaareenheden."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/009db49b-fcf5-4409-b4a5-232d059f3597,skill/competence,cross-sector,kredietrisicobeleid toepassen,,,released,2023-11-30T16:21:51.121Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Het beleid en de procedures van het bedrijf in het kader van het kredietrisicobeheerproces uitvoeren. Permanent het kredietrisico van de onderneming op een beheersbaar niveau houden en maatregelen nemen om een negatieve kredietbeoordeling te voorkomen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00a4e92d-e410-42b8-ba2d-d7b3febf49e0,skill/competence,occupation-specific,klantverzoeken inzake cargo behandelen,,,released,2023-11-28T10:51:36.263Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Verzoeken van havengebruikers en klanten op het gebied van containers, verzendingsregelingen of vracht behandelen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f,skill/competence,cross-sector,opstellen van wetenschappelijke of academische artikelen en technische documentatie,,,released,2024-02-27T10:19:54.09Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Wetenschappelijke, academische of technische teksten over verschillende onderwerpen opstellen en bewerken.
    "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,knowledge,sector-specific,incrementele ontwikkeling,oplopende ontwikkeling,,released,2023-11-30T16:04:23.487Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Het incrementele ontwikkelingsmodel is een methode voor het ontwerpen van softwaresystemen en toepassingen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c51318-4ea9-4d37-9cd8-74680583d203,knowledge,occupation-specific,gebruik van speciaal materiaal tijdens dagelijkse bezigheden,gebruik van speciaal materiaal tijdens dagelijkse activiteiten,,released,2023-11-30T14:55:34.482Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","De soorten speciaal materiaal, protheses en steunzolen die worden gebruikt voor het uitvoeren van dagelijkse activiteiten, zoals rolstoelen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c85cbc-2b24-4605-a6fe-55b5c615e3fe,knowledge,sector-specific,zaagtechnieken,,,released,2023-11-28T17:01:47.985Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Bij het gebruik van handmatige en elektrische zagen worden verschillende zaagtechnieken gebruikt.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00cd1d60-782f-48e7-9a7b-b518f2b146b8,skill/competence,sector-specific,onderdelen van gitaren produceren,,,released,2023-11-30T15:07:31.318Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Kies de juiste houtsoort, materialen en gereedschap en maak de verschillende gitaarcomponenten zoals het geluidsbord, de fret, de headstock, de hals en de brug."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00dd3271-077f-4a12-a958-e297fdd724ce,skill/competence,sector-specific,landbouwmachines gebruiken,agrarische machines gebruiken,,released,2023-11-30T15:33:40.16Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Gemotoriseerde landbouwmachines, met inbegrip van trekkers, balers, sproeiers, ploegen, maaimachines, combineermachines, grondverzetmachines, vrachtwagens en irrigatie-installaties."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00e261cc-669c-4b94-8950-d038eceb92d8,skill/competence,occupation-specific,voorraad pyrotechnische producten controleren,,,released,2023-11-30T16:40:26.908Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","De vervaldatum van de voorraad controleren om het reeds verlopen vuurwerk te verwijderen. Het vervallen vuurwerk voor verdere verwerking in speciale metalen containers plaatsen.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00e53a0a-c0ba-4c9f-a2ed-4706d5832a00,skill/competence,sector-specific,klanttevredenheid garanderen,,,released,2023-11-30T16:17:08.718Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Omgaan met de verwachtingen van de klanten op professionele wijze, anticiperen en inspelen op hun behoeften en wensen. Zorgen voor een flexibele klantendienst om de tevredenheid en loyaliteit van de klant te waarborgen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00e895f4-b9d3-4a1a-8c36-baf10fbfb982,skill/competence,sector-specific,kledingstukken produceren,"kledingstukken vervaardigen
kleding vervaardigen
kleding produceren",,released,2023-11-28T17:02:59.358Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Vervaardiging hetzij op basis van een massaproduct, hetzij op maat dragen van verschillende typen, het maken en samenstellen van de kleding, waarbij gebruik wordt gemaakt van procedés zoals naaien, verlijmen, lijmen. Samenstellen van kleding met behulp van steken, zomen zoals kragen, mouwen, voorkanten, achterkanten, zakken."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00eada7f-0b83-4f0c-af81-d7f92d838000,skill/competence,sector-specific,tabaksbladeren drogen na het oogsten,tabaksbladeren drogen,,released,2023-11-30T16:43:33.944Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","De tabaksbladeren onmiddellijk na de oogst drogen door verschillende procedés zoals rijping in de open lucht, het drogen met rook of het drogen in de zon."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00ebb379-ce26-439a-ba89-9a7d1ef2f696,skill/competence,cross-sector,revalidatieprogramma's ontwikkelen,,,released,2023-11-30T16:44:35.269Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Een rehabilitatieprogramma ontwikkelen om patiënten te helpen hun vaardigheden op te bouwen en hun vertrouwen te herstellen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00ec5333-e570-477b-9017-2e95fea0150a,skill/competence,sector-specific,voorraad van schoonmaakmateriaal bijhouden,,,released,2023-11-30T15:57:17.267Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","De voorraad schoonmaakmateriaal bijhouden, nieuw materiaal bestellen wanneer de voorraad op is en het gebruik ervan nauwlettend volgen om een constante voorraad aan te houden.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00eefa32-9f77-4500-abe9-20afc7924a9d,knowledge,occupation-specific,koude vulkanisatie,,,released,2023-11-28T10:55:39.536Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Techniek die wordt gebruikt voor het repareren van defecte banden, met name fietsbanden, en die bestaat uit het schuren van het oppervlak rond de scheur, het aanbrengen van een vulkanisatieoplossing en vervolgens een plakker om de scheur te dichten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00f12ec1-b416-4e3c-8ed7-c4f875c6b681,skill/competence,sector-specific,toezicht houden op het schoonmaken,"leiding geven aan de huishoudelijke dienst
als hoofd huishoudelijke dienst werken
huishoudelijke dienst aansturen
de kamermeisjes aansturen",,released,2023-11-30T15:00:11.078Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Toezicht houden op de dagelijkse dienstverlening en het schoonmaken van de kamers en de openbare ruimten om de continuïteit van de exploitatie te waarborgen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00f2eee1-cd4d-4a45-ae10-b6060f53ad5d,skill/competence,cross-sector,als contactpersoon optreden bij incidenten met materieel,,,released,2023-11-28T16:56:44.753Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Optreden als de persoon waarmee contact moet worden opgenomen wanneer zich een incident voordoet. Deelnemen aan het onderzoek door inzichten te verschaffen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00fc7575-0cee-4b12-ade5-795cb2a4479a,skill/competence,sector-specific,tijd beheren bij tuinaanleg,tijd beheren bij landschapsaanleg,,released,2023-11-30T15:51:59.501Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","De werkschema’s plannen en implementeren om te passen bij de activiteiten voor landschapsarchitectuur, met inbegrip van de briefingfase waarin het landschappelijk project met een klant wordt besproken na een reeks schetsen, plannen en ontwerpen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00ff06cc-103f-4c85-b5df-6f75acff6abf,skill/competence,sector-specific,advies geven over douaneregelingen,,,released,2024-02-29T17:03:42.447Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Informatie verstrekken aan mensen met betrekking tot invoer- en uitvoerbeperkingen, tariefsystemen en andere punten die verband houden met de douane.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/011711eb-f20b-4d64-84d7-17b8979946dc,skill/competence,occupation-specific,universitaire faculteit beheren,departement van een universiteit beheren,,released,2023-11-30T15:44:58.324Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Het toezicht op en de beoordeling van de praktijken van de universiteiten, het welzijn van de studenten en de prestaties van de leerkrachten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0121ac3b-775b-4faf-b86d-0078623674bc,skill/competence,sector-specific,terminologiedatabases ontwikkelen,,,released,2023-11-30T16:48:35.884Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Na het verifiëren van hun legitimiteit, voorwaarden verzamelen en indienen om terminologiedatabanken op te bouwen op een reeks domeinen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012795fe-5f85-4d12-a10e-9dabda4ea05f,skill/competence,occupation-specific,elektrische fietsen repareren,elektrische fietsen herstellen,,released,2023-11-30T15:05:03.04Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","De werking van de elektrische onderdelen, de bedrading en de zekeringen controleren. Op beschadiging en storingen controleren en de oorzaak vaststellen. Demontage en reparatie van fietsonderdelen, zoals aandrijvingen, schakelsystemen, stroomvoorzieningssystemen en verlichtingssystemen. Afstellen van mechanische en elektronische schakelinrichtingen, aandrijvingen, remsystemen en de onderdelen van het chassis. De werkingsvloeistoffen van de fiets controleren en nagaan of ze moeten worden bijgevuld of zijn veranderd."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012d6406-016a-4790-aeb8-853e61058517,skill/competence,sector-specific,sorteerapparatuur onderhouden,sorteeruitrusting onderhouden,,released,2025-07-25T08:55:01.796Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Routineonderhoud en kleine reparaties uitvoeren op de apparatuur die wordt gebruikt voor het sorteren van afval en recycleerbare materialen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012f9ad1-b95b-42f1-b2c7-3793cdbce443,skill/competence,sector-specific,de voorzieningen van een hotelkamer uitleggen,"de kenmerken van een hotelkamer uitleggen
de eigenschappen van een hotelkamer uitleggen
een gast wijzen op de voorzieningen in een hotel kamer",,released,2023-11-28T11:05:09.788Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",De voorzieningen voor de huisvesting van de gasten verduidelijken en aantonen hoe deze kunnen worden gebruikt.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0132ac4f-ffac-4396-8b56-052fde0c9d73,knowledge,sector-specific,soorten gerst,,,released,2023-11-30T14:57:44.02Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",De verschillende soorten gerst; hun kenmerken en kwaliteit.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,knowledge,sector-specific,KDevelop,,,released,2023-06-08T15:25:12.058Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Het computerprogramma KDevelop bestaat uit een reeks softwareontwikkelingsinstrumenten voor het schrijven van programma’s, zoals een compiler, debugger, code-editor, syntaxiskleuring, die zijn gebundeld in een uniforme gebruikersinterface. Het wordt ontwikkeld door de software-gemeenschap KDE."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0138fdc7-edbb-485c-9aa9-544f723eb62f,skill/competence,sector-specific,onderdelen voor voertuigen aankopen,,,released,2020-06-30T08:41:54.136Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Bestellen van specifieke onderdelen voor onderhoud en reparatie van een grote verscheidenheid aan voertuigen.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013a64b9-5e74-4f7f-af5b-9ec76715238b,skill/competence,cross-sector,offshoreconstructies inspecteren,,,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Regelmatige inspecties verrichten tijdens en na de bouw van offshore-installaties, zoals olieplatformen, om ervoor te zorgen dat de risico’s tot een minimum worden beperkt en de regelgeving wordt nageleefd."
